NPC名	X座標	Y座標	★
南西砦1283	-1142	-480	★1
南西砦1284	-1146	-528	★3
南西砦1285	-1142	-568	★5
南西砦1286	-1141	-617	★2
南西砦1287	-1147	-664	★3
南西砦1288	-1142	-703	★4
南西砦1289	-1141	-833	★5
南西砦1290	-1147	-876	★4
南西砦1291	-1146	-920	★3
南西砦1292	-1146	-968	★1
南西砦1293	-1144	-1236	★4
南西砦1294	-1148	-1273	★3
南西砦1299	-1166	-417	★3
南西砦1300	-1163	-464	★3
南西砦1301	-1166	-504	★4
南西砦1302	-1163	-547	★5
南西砦1303	-1167	-591	★3
南西砦1304	-1167	-636	★2
南西砦1305	-1166	-682	★2
南西砦1306	-1170	-725	★4
南西砦1307	-1162	-773	★2
南西砦1308	-1170	-814	★2
南西砦1309	-1169	-862	★2
南西砦1310	-1167	-906	★4
南西砦1311	-1164	-943	★4
南西砦1312	-1165	-1252	★3
南西砦1317	-1185	-444	★5
南西砦1318	-1186	-486	★1
南西砦1319	-1192	-530	★2
南西砦1320	-1189	-570	★1
南西砦1321	-1189	-620	★1
南西砦1322	-1187	-659	★2
南西砦1323	-1191	-701	★1
南西砦1324	-1192	-752	★2
南西砦1325	-1185	-792	★2
南西砦1326	-1192	-839	★2
南西砦1327	-1186	-877	★1
南西砦1328	-1184	-927	★3
南西砦1329	-1184	-967	★3
南西砦1330	-1192	-1232	★5
南西砦1331	-1192	-1272	★2
南西砦1338	-1207	-422	★2
南西砦1339	-1211	-466	★1
南西砦1340	-1210	-502	★2
南西砦1341	-1208	-552	★1
南西砦1342	-1206	-592	★5
南西砦1343	-1207	-637	★5
南西砦1344	-1212	-682	★2
南西砦1345	-1209	-724	★2
南西砦1346	-1209	-771	★4
南西砦1347	-1206	-811	★4
南西砦1348	-1208	-861	★1
南西砦1349	-1210	-903	★1
南西砦1350	-1213	-944	★5
南西砦1351	-1206	-1258	★3
南西砦1359	-1229	-444	★2
南西砦1360	-1230	-485	★3
南西砦1361	-1235	-524	★3
南西砦1362	-1228	-576	★2
南西砦1363	-1233	-612	★3
南西砦1364	-1236	-664	★3
南西砦1365	-1231	-703	★3
南西砦1366	-1232	-748	★4
南西砦1367	-1234	-794	★5
南西砦1368	-1231	-835	★3
南西砦1369	-1236	-884	★1
南西砦1370	-1229	-925	★2
南西砦1371	-1233	-968	★1
南西砦1372	-1233	-1013	★1
南西砦1373	-1229	-1053	★2
南西砦1374	-1235	-1097	★5
南西砦1375	-1236	-1144	★1
南西砦1376	-1234	-1188	★3
南西砦1377	-1235	-1235	★3
南西砦1378	-1233	-1274	★1
南西砦1385	-1251	-416	★2
南西砦1386	-1250	-464	★3
南西砦1387	-1254	-504	★2
南西砦1388	-1251	-553	★2
南西砦1389	-1257	-597	★5
南西砦1390	-1251	-639	★2
南西砦1391	-1254	-686	★3
南西砦1392	-1250	-724	★3
南西砦1393	-1251	-769	★2
南西砦1394	-1255	-815	★5
南西砦1395	-1256	-858	★1
南西砦1396	-1254	-899	★2
南西砦1397	-1255	-943	★4
南西砦1398	-1254	-990	★2
南西砦1399	-1255	-1032	★1
南西砦1400	-1253	-1081	★1
南西砦1401	-1254	-1120	★3
南西砦1402	-1256	-1167	★1
南西砦1403	-1256	-1213	★2
南西砦1404	-1252	-1255	★3
南西砦1412	-1273	-436	★4
南西砦1413	-1276	-481	★1
南西砦1414	-1275	-532	★5
南西砦1415	-1273	-571	★3
南西砦1416	-1277	-613	★2
南西砦1417	-1274	-657	★3
南西砦1418	-1279	-700	★1
南西砦1419	-1273	-744	★3
南西砦1420	-1277	-794	★1
南西砦1421	-1280	-840	★4
南西砦1422	-1279	-881	★4
南西砦1423	-1276	-924	★2
南西砦1424	-1279	-970	★2
南西砦1425	-1279	-1009	★5
南西砦1426	-1274	-1056	★3
南西砦1427	-1277	-1096	★3
南西砦1428	-1279	-1145	★5
南西砦1429	-1280	-1187	★4
南西砦1430	-1280	-1230	★1
南西砦1431	-1278	-1273	★2
南西砦441	-419	-421	★1
南西砦442	-415	-466	★1
南西砦443	-422	-505	★1
南西砦444	-419	-547	★1
南西砦445	-422	-592	★3
南西砦446	-419	-636	★1
南西砦447	-421	-680	★3
南西砦448	-414	-730	★1
南西砦449	-415	-766	★4
南西砦450	-420	-810	★3
南西砦451	-418	-855	★5
南西砦452	-417	-905	★3
南西砦453	-422	-944	★1
南西砦454	-414	-993	★4
南西砦455	-414	-1031	★1
南西砦456	-420	-1076	★5
南西砦457	-419	-1125	★3
南西砦458	-418	-1169	★4
南西砦459	-418	-1212	★2
南西砦460	-422	-1250	★5
南西砦470	-436	-442	★1
南西砦471	-440	-487	★2
南西砦472	-438	-524	★1
南西砦473	-443	-574	★5
南西砦474	-437	-612	★4
南西砦475	-436	-661	★1
南西砦476	-444	-708	★5
南西砦477	-440	-749	★2
南西砦478	-442	-795	★1
南西砦479	-438	-833	★3
南西砦480	-442	-880	★5
南西砦481	-444	-928	★2
南西砦482	-437	-971	★2
南西砦483	-444	-1012	★2
南西砦484	-439	-1057	★5
南西砦485	-440	-1097	★3
南西砦486	-444	-1144	★1
南西砦487	-440	-1190	★5
南西砦488	-443	-1230	★3
南西砦489	-444	-1273	★3
南西砦499	-458	-422	★4
南西砦500	-461	-459	★2
南西砦501	-459	-510	★3
南西砦502	-465	-547	★4
南西砦503	-461	-595	★1
南西砦504	-462	-640	★2
南西砦505	-465	-683	★2
南西砦506	-461	-725	★3
南西砦507	-458	-773	★4
南西砦508	-459	-818	★4
南西砦509	-466	-861	★4
南西砦510	-459	-905	★1
南西砦511	-461	-943	★5
南西砦512	-462	-991	★3
南西砦513	-458	-1032	★3
南西砦514	-465	-1081	★4
南西砦515	-464	-1123	★4
南西砦516	-464	-1166	★1
南西砦517	-458	-1206	★2
南西砦518	-464	-1254	★2
南西砦528	-485	-440	★1
南西砦529	-485	-483	★1
南西砦530	-484	-524	★1
南西砦531	-487	-568	★3
南西砦532	-487	-618	★2
南西砦533	-488	-662	★3
南西砦534	-488	-701	★1
南西砦535	-484	-752	★1
南西砦536	-487	-796	★1
南西砦537	-484	-838	★4
南西砦538	-487	-876	★2
南西砦539	-485	-920	★3
南西砦540	-488	-971	★2
南西砦541	-485	-1011	★1
南西砦542	-483	-1060	★5
南西砦543	-486	-1097	★2
南西砦544	-486	-1140	★5
南西砦545	-481	-1192	★1
南西砦546	-485	-1230	★2
南西砦547	-483	-1277	★2
南西砦557	-503	-416	★2
南西砦558	-510	-459	★3
南西砦559	-506	-679	★3
南西砦560	-504	-730	★3
南西砦561	-505	-774	★3
南西砦562	-507	-811	★2
南西砦563	-510	-862	★5
南西砦564	-507	-898	★4
南西砦565	-507	-944	★2
南西砦566	-502	-987	★2
南西砦567	-505	-1030	★2
南西砦568	-504	-1080	★1
南西砦569	-503	-1118	★5
南西砦570	-502	-1162	★3
南西砦571	-506	-1212	★4
南西砦572	-502	-1258	★3
南西砦582	-528	-436	★1
南西砦583	-526	-484	★4
南西砦584	-531	-663	★4
南西砦585	-532	-700	★5
南西砦586	-526	-751	★4
南西砦587	-532	-791	★4
南西砦588	-525	-839	★3
南西砦589	-529	-880	★2
南西砦590	-526	-928	★3
南西砦591	-532	-969	★1
南西砦592	-527	-1016	★1
南西砦593	-529	-1053	★1
南西砦594	-526	-1097	★1
南西砦595	-524	-1146	★3
南西砦596	-532	-1191	★5
南西砦597	-528	-1231	★4
南西砦598	-530	-1277	★3
南西砦608	-550	-418	★2
南西砦609	-554	-463	★1
南西砦610	-549	-686	★2
南西砦611	-546	-722	★1
南西砦612	-549	-771	★2
南西砦613	-552	-811	★2
南西砦614	-549	-862	★5
南西砦615	-546	-905	★1
南西砦616	-546	-947	★2
南西砦617	-554	-988	★3
南西砦618	-547	-1032	★1
南西砦619	-546	-1080	★2
南西砦620	-546	-1126	★2
南西砦621	-550	-1165	★1
南西砦622	-548	-1211	★3
南西砦623	-552	-1251	★2
南西砦633	-575	-442	★2
南西砦634	-569	-480	★2
南西砦635	-568	-660	★5
南西砦636	-570	-708	★3
南西砦637	-569	-751	★2
南西砦638	-568	-790	★2
南西砦639	-571	-834	★5
南西砦640	-574	-878	★4
南西砦641	-575	-928	★2
南西砦642	-572	-969	★5
南西砦643	-570	-1010	★3
南西砦644	-575	-1053	★1
南西砦645	-568	-1100	★3
南西砦646	-573	-1144	★2
南西砦647	-572	-1185	★2
南西砦648	-574	-1230	★4
南西砦649	-569	-1280	★4
南西砦659	-598	-414	★1
南西砦660	-592	-460	★2
南西砦661	-591	-686	★3
南西砦662	-594	-728	★2
南西砦663	-591	-772	★1
南西砦664	-593	-816	★3
南西砦665	-596	-858	★2
南西砦666	-590	-899	★2
南西砦667	-594	-947	★3
南西砦668	-591	-986	★4
南西砦669	-596	-1035	★5
南西砦670	-596	-1077	★1
南西砦671	-596	-1120	★1
南西砦672	-592	-1169	★2
南西砦673	-590	-1213	★2
南西砦674	-594	-1253	★1
南西砦684	-612	-444	★2
南西砦685	-612	-481	★5
南西砦686	-619	-656	★1
南西砦687	-618	-702	★1
南西砦688	-613	-751	★5
南西砦689	-615	-788	★1
南西砦690	-617	-833	★4
南西砦691	-620	-880	★4
南西砦692	-617	-928	★4
南西砦693	-616	-967	★1
南西砦694	-618	-1013	★4
南西砦695	-614	-1052	★3
南西砦696	-617	-1100	★1
南西砦697	-617	-1147	★4
南西砦698	-614	-1190	★2
南西砦699	-618	-1230	★2
南西砦700	-616	-1278	★2
南西砦710	-638	-422	★1
南西砦711	-634	-466	★3
南西砦712	-641	-684	★3
南西砦713	-638	-725	★1
南西砦714	-642	-766	★2
南西砦715	-635	-811	★1
南西砦716	-638	-856	★4
南西砦717	-639	-902	★2
南西砦718	-636	-944	★2
南西砦719	-638	-990	★4
南西砦720	-636	-1034	★2
南西砦721	-636	-1074	★1
南西砦722	-642	-1122	★5
南西砦723	-638	-1165	★2
南西砦724	-635	-1206	★4
南西砦725	-638	-1256	★3
南西砦735	-660	-443	★1
南西砦736	-662	-485	★5
南西砦737	-661	-525	★2
南西砦738	-660	-575	★2
南西砦739	-662	-620	★2
南西砦740	-663	-658	★2
南西砦741	-658	-700	★3
南西砦742	-664	-746	★1
南西砦743	-658	-793	★1
南西砦744	-660	-832	★3
南西砦745	-659	-882	★3
南西砦746	-664	-928	★3
南西砦747	-656	-964	★2
南西砦748	-657	-1010	★3
南西砦749	-661	-1060	★3
南西砦750	-656	-1099	★1
南西砦751	-661	-1146	★5
南西砦752	-660	-1191	★4
南西砦753	-657	-1228	★2
南西砦754	-663	-1278	★1
南西砦764	-678	-418	★1
南西砦765	-684	-458	★4
南西砦766	-685	-503	★5
南西砦767	-680	-549	★1
南西砦768	-685	-591	★1
南西砦769	-684	-635	★2
南西砦770	-682	-682	★3
南西砦771	-686	-728	★5
南西砦772	-682	-770	★3
南西砦773	-686	-811	★3
南西砦774	-680	-862	★2
南西砦775	-681	-899	★5
南西砦776	-683	-946	★5
南西砦777	-681	-994	★4
南西砦778	-681	-1033	★5
南西砦779	-685	-1076	★2
南西砦780	-686	-1121	★1
南西砦781	-682	-1167	★5
南西砦782	-678	-1214	★3
南西砦783	-679	-1258	★1
南西砦793	-704	-442	★2
南西砦794	-708	-484	★5
南西砦795	-704	-526	★5
南西砦796	-700	-575	★5
南西砦797	-706	-617	★5
南西砦798	-706	-664	★2
南西砦799	-703	-700	★2
南西砦800	-701	-749	★5
南西砦801	-706	-788	★1
南西砦802	-701	-839	★2
南西砦803	-708	-878	★4
南西砦804	-703	-921	★3
南西砦805	-706	-964	★5
南西砦806	-705	-1012	★1
南西砦807	-708	-1053	★3
南西砦808	-708	-1097	★2
南西砦809	-706	-1148	★2
南西砦810	-702	-1184	★3
南西砦811	-706	-1232	★3
南西砦812	-703	-1280	★4
南西砦822	-722	-422	★3
南西砦823	-723	-458	★3
南西砦824	-728	-503	★2
南西砦825	-726	-548	★5
南西砦826	-722	-597	★1
南西砦827	-727	-640	★2
南西砦828	-728	-684	★2
南西砦829	-729	-726	★2
南西砦830	-722	-769	★3
南西砦831	-728	-812	★4
南西砦832	-723	-860	★2
南西砦833	-730	-898	★5
南西砦834	-727	-944	★5
南西砦835	-727	-990	★3
南西砦836	-723	-1036	★1
南西砦837	-724	-1164	★4
南西砦838	-725	-1212	★3
南西砦839	-723	-1257	★2
南西砦849	-752	-442	★3
南西砦850	-744	-483	★3
南西砦851	-750	-528	★2
南西砦852	-747	-571	★1
南西砦853	-752	-618	★5
南西砦854	-746	-659	★2
南西砦855	-751	-705	★2
南西砦856	-752	-748	★3
南西砦857	-748	-792	★3
南西砦858	-752	-840	★1
南西砦859	-751	-883	★1
南西砦860	-751	-928	★3
南西砦861	-750	-966	★1
南西砦862	-751	-1011	★1
南西砦863	-747	-1186	★1
南西砦864	-745	-1228	★1
南西砦865	-750	-1275	★1
南西砦875	-769	-418	★1
南西砦876	-769	-465	★5
南西砦877	-770	-509	★3
南西砦878	-773	-547	★3
南西砦879	-766	-591	★5
南西砦880	-771	-638	★2
南西砦881	-771	-684	★2
南西砦882	-771	-724	★3
南西砦883	-773	-772	★3
南西砦884	-766	-816	★2
南西砦885	-774	-861	★3
南西砦886	-766	-903	★3
南西砦887	-774	-942	★2
南西砦888	-769	-987	★1
南西砦889	-773	-1037	★5
南西砦890	-766	-1162	★3
南西砦891	-769	-1211	★3
南西砦892	-772	-1258	★2
南西砦901	-789	-437	★5
南西砦902	-788	-486	★4
南西砦903	-789	-527	★5
南西砦904	-795	-572	★2
南西砦905	-789	-617	★1
南西砦906	-793	-664	★3
南西砦907	-791	-707	★2
南西砦908	-788	-750	★2
南西砦909	-791	-793	★2
南西砦910	-795	-832	★3
南西砦911	-791	-878	★5
南西砦912	-791	-920	★3
南西砦913	-791	-969	★2
南西砦914	-789	-1010	★3
南西砦915	-792	-1189	★1
南西砦916	-790	-1234	★2
南西砦917	-790	-1279	★2
南西砦925	-817	-420	★2
南西砦926	-815	-459	★1
南西砦927	-811	-507	★3
南西砦928	-811	-550	★1
南西砦929	-810	-596	★2
南西砦930	-818	-639	★4
南西砦931	-813	-682	★2
南西砦932	-815	-725	★1
南西砦933	-812	-770	★3
南西砦934	-813	-812	★1
南西砦935	-814	-857	★4
南西砦936	-818	-902	★3
南西砦937	-811	-947	★1
南西砦938	-814	-986	★1
南西砦939	-817	-1038	★4
南西砦940	-816	-1170	★2
南西砦941	-816	-1211	★2
南西砦942	-810	-1253	★3
南西砦951	-833	-442	★2
南西砦952	-834	-486	★3
南西砦953	-839	-532	★4
南西砦954	-838	-569	★4
南西砦955	-835	-615	★2
南西砦956	-834	-661	★3
南西砦957	-832	-707	★2
南西砦958	-837	-752	★2
南西砦959	-833	-789	★3
南西砦960	-832	-835	★2
南西砦961	-839	-884	★1
南西砦962	-837	-920	★1
南西砦963	-835	-964	★3
南西砦964	-840	-1011	★1
南西砦965	-836	-1055	★5
南西砦966	-834	-1104	★4
南西砦967	-838	-1148	★5
南西砦968	-832	-1185	★1
南西砦969	-838	-1232	★2
南西砦970	-832	-1278	★3
南西砦978	-855	-414	★4
南西砦979	-862	-459	★3
南西砦980	-861	-504	★3
南西砦981	-855	-546	★2
南西砦982	-862	-592	★3
南西砦983	-862	-642	★2
南西砦984	-859	-686	★3
南西砦985	-860	-725	★3
南西砦986	-858	-766	★1
南西砦987	-857	-814	★3
南西砦988	-860	-855	★4
南西砦989	-856	-904	★1
南西砦990	-862	-946	★1
南西砦991	-860	-991	★5
南西砦992	-862	-1035	★3
南西砦993	-854	-1080	★4
南西砦994	-857	-1122	★2
南西砦995	-855	-1169	★3
南西砦996	-859	-1206	★4
南西砦997	-862	-1257	★1
二黒：南西砦10	-792	-1136	★5
二黒：南西砦11	-804	-1136	★5
二黒：南西砦12	-816	-1136	★5
二黒：南西砦19	-816	-1112	★5
二黒：南西砦20	-816	-1124	★5
二黒：南東砦15	-744	-1112	★5
二黒：南東砦16	-744	-1124	★5
二黒：南東砦7	-744	-1136	★5
二黒：南東砦8	-756	-1136	★5
二黒：南東砦9	-768	-1136	★5
二黒：北西砦17	-816	-1076	★5
二黒：北西砦18	-816	-1088	★5
二黒：北西砦4	-792	-1064	★5
二黒：北西砦5	-804	-1064	★5
二黒：北西砦6	-816	-1064	★5
二黒：北東砦1	-744	-1064	★5
二黒：北東砦13	-744	-1076	★5
二黒：北東砦14	-744	-1088	★5
二黒：北東砦2	-756	-1064	★5
二黒：北東砦3	-768	-1064	★5
麒麟：南西砦15	-587	-635	★4
麒麟：南西砦16	-611	-635	★4
麒麟：南西砦17	-623	-635	★4
麒麟：南西砦18	-635	-635	★4
麒麟：南西砦30	-635	-587	★4
麒麟：南西砦31	-635	-611	★4
麒麟：南西砦32	-635	-623	★4
麒麟：南西砦42	-587	-611	★5
麒麟：南西砦43	-599	-611	★5
麒麟：南西砦44	-611	-611	★5
麒麟：南西砦51	-611	-587	★5
麒麟：南西砦52	-611	-599	★5
麒麟：南東砦10	-515	-635	★4
麒麟：南東砦11	-527	-635	★4
麒麟：南東砦12	-539	-635	★4
麒麟：南東砦13	-563	-635	★4
麒麟：南東砦14	-575	-635	★4
麒麟：南東砦23	-515	-587	★4
麒麟：南東砦24	-515	-611	★4
麒麟：南東砦25	-515	-623	★4
麒麟：南東砦39	-539	-611	★5
麒麟：南東砦40	-551	-611	★5
麒麟：南東砦41	-563	-611	★5
麒麟：南東砦47	-539	-587	★5
麒麟：南東砦48	-539	-599	★5
麒麟：北西砦26	-635	-527	★4
麒麟：北西砦27	-635	-539	★4
麒麟：北西砦28	-635	-563	★4
麒麟：北西砦29	-635	-575	★4
麒麟：北西砦36	-587	-539	★5
麒麟：北西砦37	-599	-539	★5
麒麟：北西砦38	-611	-539	★5
麒麟：北西砦49	-611	-551	★5
麒麟：北西砦50	-611	-563	★5
麒麟：北西砦6	-587	-515	★4
麒麟：北西砦7	-611	-515	★4
麒麟：北西砦8	-623	-515	★4
麒麟：北西砦9	-635	-515	★4
麒麟：北東砦1	-515	-515	★4
麒麟：北東砦19	-515	-527	★4
麒麟：北東砦2	-527	-515	★4
麒麟：北東砦20	-515	-539	★4
麒麟：北東砦21	-515	-563	★4
麒麟：北東砦22	-515	-575	★4
麒麟：北東砦3	-539	-515	★4
麒麟：北東砦33	-539	-539	★5
麒麟：北東砦34	-551	-539	★5
麒麟：北東砦35	-563	-539	★5
麒麟：北東砦4	-563	-515	★4
麒麟：北東砦45	-539	-551	★5
麒麟：北東砦46	-539	-563	★5
麒麟：北東砦5	-575	-515	★4
漢中	-1180	0	★8
白虎大砦	-850	0	★7
兌宮砦	-1140	-225	★6
七赤砦	-1140	225	★6
漢中：南西砦100	-1264	-72	★4
漢中：南西砦115	-1192	-60	★5
漢中：南西砦116	-1216	-60	★5
漢中：南西砦117	-1228	-60	★5
漢中：南西砦118	-1240	-60	★5
漢中：南西砦130	-1240	-12	★5
漢中：南西砦131	-1240	-36	★5
漢中：南西砦132	-1240	-48	★5
漢中：南西砦24	-1192	-108	★3
漢中：南西砦25	-1216	-108	★3
漢中：南西砦26	-1228	-108	★3
漢中：南西砦27	-1240	-108	★3
漢中：南西砦28	-1264	-108	★3
漢中：南西砦29	-1276	-108	★3
漢中：南西砦30	-1288	-108	★3
漢中：南西砦51	-1288	-12	★3
漢中：南西砦52	-1288	-36	★3
漢中：南西砦53	-1288	-48	★3
漢中：南西砦54	-1288	-60	★3
漢中：南西砦55	-1288	-84	★3
漢中：南西砦56	-1288	-96	★3
漢中：南西砦75	-1192	-84	★4
漢中：南西砦76	-1204	-84	★4
漢中：南西砦77	-1216	-84	★4
漢中：南西砦78	-1240	-84	★4
漢中：南西砦79	-1252	-84	★4
漢中：南西砦80	-1264	-84	★4
漢中：南西砦96	-1264	-12	★4
漢中：南西砦97	-1264	-24	★4
漢中：南西砦98	-1264	-36	★4
漢中：南西砦99	-1264	-60	★4
漢中：南東砦110	-1120	-60	★5
漢中：南東砦111	-1132	-60	★5
漢中：南東砦112	-1144	-60	★5
漢中：南東砦113	-1168	-60	★5
漢中：南東砦114	-1180	-60	★5
漢中：南東砦123	-1120	-12	★5
漢中：南東砦124	-1120	-36	★5
漢中：南東砦125	-1120	-48	★5
漢中：南東砦16	-1072	-108	★3
漢中：南東砦17	-1084	-108	★3
漢中：南東砦18	-1096	-108	★3
漢中：南東砦19	-1120	-108	★3
漢中：南東砦20	-1132	-108	★3
漢中：南東砦21	-1144	-108	★3
漢中：南東砦22	-1168	-108	★3
漢中：南東砦23	-1180	-108	★3
漢中：南東砦38	-1072	-12	★3
漢中：南東砦39	-1072	-36	★3
漢中：南東砦40	-1072	-48	★3
漢中：南東砦41	-1072	-60	★3
漢中：南東砦42	-1072	-84	★3
漢中：南東砦43	-1072	-96	★3
漢中：南東砦69	-1096	-84	★4
漢中：南東砦70	-1108	-84	★4
漢中：南東砦71	-1120	-84	★4
漢中：南東砦72	-1144	-84	★4
漢中：南東砦73	-1156	-84	★4
漢中：南東砦74	-1168	-84	★4
漢中：南東砦86	-1096	-12	★4
漢中：南東砦87	-1096	-24	★4
漢中：南東砦88	-1096	-36	★4
漢中：南東砦89	-1096	-60	★4
漢中：南東砦90	-1096	-72	★4
漢中：北西砦10	-1216	108	★3
漢中：北西砦106	-1192	60	★5
漢中：北西砦107	-1216	60	★5
漢中：北西砦108	-1228	60	★5
漢中：北西砦109	-1240	60	★5
漢中：北西砦11	-1228	108	★3
漢中：北西砦12	-1240	108	★3
漢中：北西砦126	-1240	48	★5
漢中：北西砦127	-1240	36	★5
漢中：北西砦128	-1240	12	★5
漢中：北西砦129	-1240	0	★5
漢中：北西砦13	-1264	108	★3
漢中：北西砦14	-1276	108	★3
漢中：北西砦15	-1288	108	★3
漢中：北西砦44	-1288	96	★3
漢中：北西砦45	-1288	84	★3
漢中：北西砦46	-1288	60	★3
漢中：北西砦47	-1288	48	★3
漢中：北西砦48	-1288	36	★3
漢中：北西砦49	-1288	12	★3
漢中：北西砦50	-1288	0	★3
漢中：北西砦63	-1192	84	★4
漢中：北西砦64	-1204	84	★4
漢中：北西砦65	-1216	84	★4
漢中：北西砦66	-1240	84	★4
漢中：北西砦67	-1252	84	★4
漢中：北西砦68	-1264	84	★4
漢中：北西砦9	-1192	108	★3
漢中：北西砦91	-1264	72	★4
漢中：北西砦92	-1264	60	★4
漢中：北西砦93	-1264	36	★4
漢中：北西砦94	-1264	24	★4
漢中：北西砦95	-1264	12	★4
漢中：北東砦1	-1072	108	★3
漢中：北東砦101	-1120	60	★5
漢中：北東砦102	-1132	60	★5
漢中：北東砦103	-1144	60	★5
漢中：北東砦104	-1168	60	★5
漢中：北東砦105	-1180	60	★5
漢中：北東砦119	-1120	48	★5
漢中：北東砦120	-1120	36	★5
漢中：北東砦121	-1120	12	★5
漢中：北東砦122	-1120	0	★5
漢中：北東砦2	-1084	108	★3
漢中：北東砦3	-1096	108	★3
漢中：北東砦31	-1072	96	★3
漢中：北東砦32	-1072	84	★3
漢中：北東砦33	-1072	60	★3
漢中：北東砦34	-1072	48	★3
漢中：北東砦35	-1072	36	★3
漢中：北東砦36	-1072	12	★3
漢中：北東砦37	-1072	0	★3
漢中：北東砦4	-1120	108	★3
漢中：北東砦5	-1132	108	★3
漢中：北東砦57	-1096	84	★4
漢中：北東砦58	-1108	84	★4
漢中：北東砦59	-1120	84	★4
漢中：北東砦6	-1144	108	★3
漢中：北東砦60	-1144	84	★4
漢中：北東砦61	-1156	84	★4
漢中：北東砦62	-1168	84	★4
漢中：北東砦7	-1168	108	★3
漢中：北東砦8	-1180	108	★3
漢中：北東砦81	-1096	72	★4
漢中：北東砦82	-1096	60	★4
漢中：北東砦83	-1096	36	★4
漢中：北東砦84	-1096	24	★4
漢中：北東砦85	-1096	12	★4
七赤：南西砦10	-1152	189	★5
七赤：南西砦11	-1164	189	★5
七赤：南西砦12	-1176	189	★5
七赤：南西砦19	-1176	213	★5
七赤：南西砦20	-1176	201	★5
七赤：南東砦15	-1104	213	★5
七赤：南東砦16	-1104	201	★5
七赤：南東砦7	-1104	189	★5
七赤：南東砦8	-1116	189	★5
七赤：南東砦9	-1128	189	★5
七赤：北西砦17	-1176	249	★5
七赤：北西砦18	-1176	237	★5
七赤：北西砦4	-1152	261	★5
七赤：北西砦5	-1164	261	★5
七赤：北西砦6	-1176	261	★5
七赤：北東砦1	-1104	261	★5
七赤：北東砦13	-1104	249	★5
七赤：北東砦14	-1104	237	★5
七赤：北東砦2	-1116	261	★5
七赤：北東砦3	-1128	261	★5
南西砦1000	-884	-179	★1
南西砦1001	-883	-224	★3
南西砦1002	-876	-261	★4
南西砦1003	-883	-308	★2
南西砦1004	-880	-351	★1
南西砦1005	-878	-400	★2
南西砦1026	-904	-106	★1
南西砦1027	-899	-151	★1
南西砦1028	-905	-197	★1
南西砦1029	-898	-246	★1
南西砦1030	-899	-289	★2
南西砦1031	-902	-331	★3
南西砦1032	-905	-375	★1
南西砦1053	-920	-92	★2
南西砦1054	-923	-129	★3
南西砦1055	-923	-174	★4
南西砦1056	-924	-221	★4
南西砦1057	-920	-268	★1
南西砦1058	-924	-311	★5
南西砦1059	-923	-350	★1
南西砦1060	-926	-399	★3
南西砦1081	-947	-21	★2
南西砦1082	-944	-68	★3
南西砦1083	-949	-109	★2
南西砦1084	-945	-156	★2
南西砦1085	-942	-198	★2
南西砦1086	-950	-242	★3
南西砦1087	-946	-282	★2
南西砦1088	-948	-326	★1
南西砦1089	-948	-371	★3
南西砦1110	-969	-47	★3
南西砦1111	-969	-86	★2
南西砦1112	-965	-134	★5
南西砦1113	-970	-172	★4
南西砦1114	-970	-220	★3
南西砦1115	-964	-265	★3
南西砦1116	-971	-305	★3
南西砦1117	-965	-354	★1
南西砦1118	-968	-393	★4
南西砦1139	-989	-25	★3
南西砦1140	-990	-69	★1
南西砦1141	-986	-108	★5
南西砦1142	-992	-150	★2
南西砦1143	-988	-196	★5
南西砦1144	-989	-242	★2
南西砦1145	-992	-282	★4
南西砦1146	-993	-327	★1
南西砦1147	-992	-371	★1
南西砦1162	-1015	-41	★1
南西砦1163	-1016	-86	★1
南西砦1164	-1011	-136	★2
南西砦1165	-1013	-174	★1
南西砦1166	-1011	-222	★5
南西砦1167	-1010	-268	★2
南西砦1168	-1014	-310	★1
南西砦1169	-1008	-349	★1
南西砦1170	-1010	-396	★3
南西砦1186	-1032	-26	★5
南西砦1187	-1033	-66	★3
南西砦1188	-1034	-113	★4
南西砦1189	-1035	-158	★1
南西砦1190	-1034	-194	★2
南西砦1191	-1030	-245	★2
南西砦1192	-1037	-283	★1
南西砦1193	-1032	-332	★4
南西砦1194	-1036	-370	★4
南西砦1209	-1056	-130	★2
南西砦1210	-1056	-178	★4
南西砦1211	-1052	-222	★3
南西砦1212	-1059	-261	★3
南西砦1213	-1053	-306	★2
南西砦1214	-1052	-349	★3
南西砦1215	-1052	-394	★2
南西砦1229	-1079	-152	★1
南西砦1230	-1078	-198	★3
南西砦1231	-1078	-245	★2
南西砦1232	-1079	-289	★3
南西砦1233	-1079	-328	★2
南西砦1234	-1078	-371	★3
南西砦1246	-1097	-133	★2
南西砦1247	-1096	-306	★1
南西砦1248	-1104	-352	★2
南西砦1249	-1100	-393	★3
南西砦1263	-1118	-153	★2
南西砦1264	-1120	-283	★1
南西砦1265	-1118	-327	★2
南西砦1266	-1126	-372	★2
南西砦1278	-1141	-133	★2
南西砦1279	-1142	-310	★2
南西砦1280	-1147	-353	★3
南西砦1281	-1143	-395	★1
南西砦1295	-1170	-151	★1
南西砦1296	-1166	-282	★1
南西砦1297	-1169	-327	★3
南西砦1298	-1169	-377	★3
南西砦1313	-1192	-135	★1
南西砦1314	-1189	-305	★3
南西砦1315	-1191	-351	★2
南西砦1316	-1186	-393	★1
南西砦1332	-1213	-152	★3
南西砦1333	-1208	-197	★3
