NPC名	X座標	Y座標	★
北西砦437	-398	1054	★3
北西砦438	-397	1096	★5
北西砦439	-395	1142	★5
北西砦440	-400	1186	★4
北西砦441	-393	1228	★4
北西砦442	-393	1276	★3
北西砦443	-414	20	★1
北西砦444	-414	63	★3
北西砦445	-416	113	★2
北西砦446	-414	156	★3
北西砦447	-414	198	★3
北西砦448	-421	241	★5
北西砦449	-419	290	★2
北西砦450	-420	333	★1
北西砦451	-417	376	★3
北西砦452	-415	415	★3
北西砦453	-415	461	★5
北西砦454	-417	506	★5
北西砦455	-416	547	★3
北西砦456	-422	597	★2
北西砦457	-418	634	★3
北西砦458	-418	684	★5
北西砦459	-421	728	★3
北西砦460	-419	766	★3
北西砦461	-415	810	★2
北西砦462	-419	861	★1
北西砦463	-422	903	★3
北西砦464	-422	950	★4
北西砦465	-416	991	★4
北西砦466	-418	1037	★3
北西砦467	-416	1079	★5
北西砦468	-421	1122	★1
北西砦469	-414	1167	★1
北西砦470	-416	1208	★1
北西砦471	-422	1256	★5
北西砦472	-441	40	★5
北西砦473	-439	92	★1
北西砦474	-437	128	★2
北西砦475	-436	180	★5
北西砦476	-440	216	★3
北西砦477	-444	265	★3
北西砦478	-444	309	★1
北西砦479	-436	352	★1
北西砦480	-441	396	★2
北西砦481	-441	437	★1
北西砦482	-436	480	★5
北西砦483	-436	527	★3
北西砦484	-442	572	★2
北西砦485	-436	614	★2
北西砦486	-437	659	★2
北西砦487	-438	701	★1
北西砦488	-444	749	★5
北西砦489	-442	789	★5
北西砦490	-439	832	★3
北西砦491	-438	877	★1
北西砦492	-440	925	★3
北西砦493	-438	972	★4
北西砦494	-443	1008	★3
北西砦495	-440	1052	★1
北西砦496	-437	1099	★1
北西砦497	-438	1147	★2
北西砦498	-436	1192	★4
北西砦499	-441	1229	★1
北西砦500	-440	1273	★5
北西砦501	-458	22	★4
北西砦502	-458	63	★1
北西砦503	-463	109	★1
北西砦504	-463	153	★2
北西砦505	-459	194	★2
北西砦506	-458	239	★3
北西砦507	-466	286	★1
北西砦508	-466	327	★3
北西砦509	-464	372	★3
北西砦510	-464	418	★2
北西砦511	-459	461	★1
北西砦512	-461	505	★3
北西砦513	-464	554	★2
北西砦514	-466	595	★2
北西砦515	-462	640	★1
北西砦516	-466	684	★2
北西砦517	-461	724	★5
北西砦518	-460	767	★4
北西砦519	-459	810	★4
北西砦520	-465	855	★1
北西砦521	-460	898	★5
北西砦522	-461	943	★2
北西砦523	-465	992	★1
北西砦524	-465	1030	★4
北西砦525	-463	1077	★1
北西砦526	-463	1124	★1
北西砦527	-458	1170	★3
北西砦528	-464	1211	★3
北西砦529	-461	1253	★2
北西砦530	-488	41	★2
北西砦531	-481	87	★2
北西砦532	-486	130	★1
北西砦533	-484	175	★4
北西砦534	-484	223	★3
北西砦535	-481	262	★3
北西砦536	-488	311	★1
北西砦537	-485	356	★3
北西砦538	-485	394	★3
北西砦539	-480	444	★2
北西砦540	-485	485	★1
北西砦541	-482	528	★1
北西砦542	-484	573	★2
北西砦543	-482	618	★1
北西砦544	-487	663	★3
北西砦545	-482	702	★4
北西砦546	-483	745	★4
北西砦547	-482	788	★1
北西砦548	-484	836	★3
北西砦549	-481	880	★4
北西砦550	-480	921	★3
北西砦551	-484	972	★3
北西砦552	-487	1015	★1
北西砦553	-488	1059	★4
北西砦554	-487	1098	★2
北西砦555	-483	1141	★1
北西砦556	-481	1192	★3
北西砦557	-486	1228	★3
北西砦558	-481	1279	★5
北西砦559	-504	21	★1
北西砦560	-510	66	★1
北西砦561	-503	109	★1
北西砦562	-507	153	★3
北西砦563	-509	199	★3
北西砦564	-504	240	★4
北西砦565	-510	285	★1
北西砦566	-503	334	★3
北西砦567	-507	373	★1
北西砦568	-505	419	★1
北西砦569	-506	461	★4
北西砦570	-507	685	★5
北西砦571	-502	726	★3
北西砦572	-504	774	★3
北西砦573	-503	812	★3
北西砦574	-503	859	★1
北西砦575	-509	898	★3
北西砦576	-508	948	★5
北西砦577	-507	992	★3
北西砦578	-509	1034	★2
北西砦579	-510	1082	★1
北西砦580	-503	1123	★4
北西砦581	-509	1167	★2
北西砦582	-503	1206	★1
北西砦583	-505	1250	★2
北西砦584	-530	43	★1
北西砦585	-527	85	★2
北西砦586	-532	128	★3
北西砦587	-524	174	★2
北西砦588	-530	222	★1
北西砦589	-525	266	★2
北西砦590	-525	307	★3
北西砦591	-528	352	★1
北西砦592	-531	393	★1
北西砦593	-531	443	★3
北西砦594	-532	487	★3
北西砦595	-524	663	★3
北西砦596	-524	700	★5
北西砦597	-528	751	★2
北西砦598	-532	794	★3
北西砦599	-526	834	★1
北西砦600	-530	880	★2
北西砦601	-529	920	★2
北西砦602	-530	972	★2
北西砦603	-524	1011	★4
北西砦604	-526	1059	★3
北西砦605	-527	1104	★1
北西砦606	-529	1143	★2
北西砦607	-528	1190	★1
北西砦608	-528	1236	★2
北西砦609	-527	1274	★5
北西砦610	-552	20	★4
北西砦611	-553	65	★2
北西砦612	-553	110	★3
北西砦613	-546	155	★2
北西砦614	-549	198	★1
北西砦615	-551	244	★5
北西砦616	-548	286	★3
北西砦617	-547	326	★2
北西砦618	-551	373	★1
北西砦619	-548	414	★1
北西砦620	-550	461	★1
北西砦621	-547	682	★3
北西砦622	-549	725	★3
北西砦623	-552	772	★2
北西砦624	-549	814	★1
北西砦625	-549	858	★1
北西砦626	-550	903	★1
北西砦627	-548	946	★1
北西砦628	-550	991	★2
北西砦629	-554	1031	★4
北西砦630	-549	1082	★5
北西砦631	-549	1125	★5
北西砦632	-552	1162	★4
北西砦633	-552	1213	★2
北西砦634	-551	1253	★4
北西砦635	-574	45	★5
北西砦636	-568	89	★3
北西砦637	-576	134	★5
北西砦638	-576	173	★2
北西砦639	-573	224	★3
北西砦640	-570	262	★3
北西砦641	-568	308	★4
北西砦642	-570	355	★2
北西砦643	-574	392	★3
北西砦644	-575	436	★2
北西砦645	-569	488	★2
北西砦646	-570	662	★4
北西砦647	-571	702	★2
北西砦648	-575	752	★3
北西砦649	-575	789	★3
北西砦650	-571	832	★4
北西砦651	-573	878	★1
北西砦652	-572	923	★1
北西砦653	-570	967	★5
北西砦654	-576	1015	★4
北西砦655	-575	1058	★3
北西砦656	-568	1104	★2
北西砦657	-569	1142	★1
北西砦658	-568	1191	★4
北西砦659	-570	1236	★1
北西砦660	-574	1280	★1
北西砦661	-594	23	★3
北西砦662	-596	63	★4
北西砦663	-596	109	★4
北西砦664	-593	158	★3
北西砦665	-593	194	★4
北西砦666	-590	238	★3
北西砦667	-596	287	★3
北西砦668	-593	334	★2
北西砦669	-598	372	★1
北西砦670	-597	415	★3
北西砦671	-595	460	★2
北西砦672	-593	680	★3
北西砦673	-597	727	★2
北西砦674	-594	769	★3
北西砦675	-590	815	★3
北西砦676	-592	860	★4
北西砦677	-591	902	★4
北西砦678	-590	944	★1
北西砦679	-597	991	★2
北西砦680	-598	1034	★2
北西砦681	-595	1077	★2
北西砦682	-591	1119	★1
北西砦683	-594	1169	★1
北西砦684	-593	1214	★2
北西砦685	-598	1254	★2
北西砦686	-615	47	★1
北西砦687	-616	87	★5
北西砦688	-613	136	★3
北西砦689	-617	172	★4
北西砦690	-620	221	★2
北西砦691	-614	268	★5
北西砦692	-618	307	★3
北西砦693	-614	349	★5
北西砦694	-619	398	★2
北西砦695	-617	443	★5
北西砦696	-618	480	★1
北西砦697	-617	657	★3
北西砦698	-618	706	★2
北西砦699	-619	750	★1
北西砦700	-619	788	★1
北西砦701	-615	834	★3
北西砦702	-620	879	★2
北西砦703	-616	920	★1
北西砦704	-612	971	★2
北西砦705	-616	1010	★2
北西砦706	-617	1060	★1
北西砦707	-620	1101	★3
北西砦708	-619	1147	★2
北西砦709	-617	1192	★2
北西砦710	-612	1232	★1
北西砦711	-613	1272	★1
北西砦712	-634	22	★2
北西砦713	-640	62	★2
北西砦714	-637	107	★1
北西砦715	-637	150	★5
北西砦716	-642	202	★4
北西砦717	-636	245	★1
北西砦718	-641	282	★2
北西砦719	-642	330	★5
北西砦720	-634	376	★5
北西砦721	-641	417	★3
北西砦722	-638	465	★1
北西砦723	-634	686	★3
北西砦724	-640	730	★1
北西砦725	-640	767	★5
北西砦726	-637	812	★5
北西砦727	-640	859	★1
北西砦728	-638	906	★3
北西砦729	-640	950	★1
北西砦730	-638	988	★3
北西砦731	-636	1030	★2
北西砦732	-640	1074	★1
北西砦733	-641	1125	★1
北西砦734	-634	1170	★1
北西砦735	-642	1208	★4
北西砦736	-634	1250	★1
北西砦737	-660	43	★4
北西砦738	-661	84	★5
北西砦739	-660	136	★1
北西砦740	-659	176	★2
北西砦741	-660	224	★2
北西砦742	-664	267	★3
北西砦743	-663	305	★3
北西砦744	-657	348	★3
北西砦745	-661	399	★1
北西砦746	-664	443	★2
北西砦747	-662	488	★1
北西砦748	-661	531	★1
北西砦749	-656	570	★3
北西砦750	-656	613	★3
北西砦751	-658	656	★2
北西砦752	-662	707	★4
北西砦753	-657	748	★2
北西砦754	-660	791	★2
北西砦755	-664	838	★5
北西砦756	-663	878	★5
北西砦757	-656	926	★5
北西砦758	-659	964	★3
北西砦759	-656	1008	★4
北西砦760	-658	1052	★2
北西砦761	-664	1096	★2
北西砦762	-663	1146	★2
北西砦763	-659	1192	★1
北西砦764	-664	1232	★1
北西砦765	-659	1273	★4
北西砦766	-682	23	★1
北西砦767	-681	63	★3
北西砦768	-678	110	★2
北西砦769	-678	151	★2
北西砦770	-686	199	★1
北西砦771	-683	242	★3
北西砦772	-685	282	★2
北西砦773	-686	330	★5
北西砦774	-678	372	★2
北西砦775	-683	415	★5
北西砦776	-684	465	★5
北西砦777	-683	502	★2
北西砦778	-682	552	★3
北西砦779	-682	591	★3
北西砦780	-679	640	★1
北西砦781	-683	680	★1
北西砦782	-686	724	★3
北西砦783	-682	772	★1
北西砦784	-678	818	★3
北西砦785	-685	859	★2
北西砦786	-679	899	★5
北西砦787	-684	950	★1
北西砦788	-678	990	★1
北西砦789	-685	1034	★4
北西砦790	-683	1076	★1
北西砦791	-681	1121	★2
北西砦792	-686	1167	★2
北西砦793	-682	1211	★4
北西砦794	-683	1258	★2
北西砦795	-702	47	★2
北西砦796	-700	86	★1
北西砦797	-705	128	★4
北西砦798	-706	176	★4
北西砦799	-703	223	★3
北西砦800	-708	260	★3
北西砦801	-706	306	★2
北西砦802	-705	348	★2
北西砦803	-702	397	★4
北西砦804	-703	438	★1
北西砦805	-708	488	★2
北西砦806	-702	524	★3
北西砦807	-700	571	★3
北西砦808	-705	618	★4
北西砦809	-703	663	★3
北西砦810	-702	706	★5
北西砦811	-706	745	★5
北西砦812	-707	794	★3
北西砦813	-706	832	★1
北西砦814	-702	881	★1
北西砦815	-708	921	★5
北西砦816	-701	968	★3
北西砦817	-703	1008	★1
北西砦818	-700	1060	★4
北西砦819	-700	1101	★1
北西砦820	-703	1146	★3
北西砦821	-701	1186	★3
北西砦822	-708	1231	★4
北西砦823	-708	1277	★3
北西砦824	-725	25	★2
北西砦825	-724	67	★2
北西砦826	-726	108	★2
北西砦827	-726	154	★2
北西砦828	-725	197	★1
北西砦829	-723	243	★1
北西砦830	-727	282	★1
北西砦831	-728	328	★1
北西砦832	-723	372	★1
北西砦833	-726	414	★1
北西砦834	-723	466	★1
北西砦835	-725	505	★2
北西砦836	-725	554	★2
北西砦837	-722	594	★5
北西砦838	-729	639	★4
北西砦839	-727	684	★5
北西砦840	-724	727	★5
北西砦841	-729	772	★3
北西砦842	-725	816	★3
北西砦843	-729	861	★4
北西砦844	-727	904	★2
北西砦845	-725	947	★2
北西砦846	-727	994	★3
北西砦847	-723	1034	★4
北西砦848	-727	1167	★1
北西砦849	-726	1208	★3
北西砦850	-729	1258	★3
北西砦851	-751	45	★2
北西砦852	-752	88	★3
北西砦853	-750	129	★1
北西砦854	-751	179	★3
北西砦855	-750	219	★3
北西砦856	-747	266	★2
北西砦857	-746	309	★3
北西砦858	-750	351	★3
北西砦859	-749	399	★4
北西砦860	-744	443	★5
北西砦861	-751	486	★3
北西砦862	-749	529	★2
北西砦863	-746	576	★3
北西砦864	-746	615	★1
北西砦865	-744	662	★2
北西砦866	-747	708	★3
北西砦867	-750	748	★3
北西砦868	-747	795	★1
北西砦869	-752	834	★2
北西砦870	-748	877	★3
北西砦871	-745	923	★1
北西砦872	-744	967	★3
北西砦873	-752	1013	★3
北西砦874	-746	1185	★3
北西砦875	-748	1231	★3
北西砦876	-746	1279	★1
北西砦877	-771	21	★2
北西砦878	-766	67	★1
北西砦879	-766	106	★4
北西砦880	-769	155	★4
北西砦881	-771	194	★1
北西砦882	-774	238	★3
北西砦883	-772	288	★5
北西砦884	-773	326	★4
北西砦885	-766	376	★3
北西砦886	-767	419	★1
北西砦887	-766	459	★3
北西砦888	-774	508	★2
北西砦889	-769	554	★1
北西砦890	-766	597	★4
北西砦891	-767	639	★2
北西砦892	-767	680	★4
北西砦893	-768	723	★2
北西砦894	-774	774	★2
北西砦895	-773	811	★2
北西砦896	-772	854	★1
北西砦897	-768	905	★4
北西砦898	-772	944	★2
北西砦899	-771	993	★2
北西砦900	-770	1035	★5
北西砦901	-766	1170	★4
北西砦902	-774	1214	★4
北西砦903	-770	1256	★4
北西砦904	-788	87	★1
北西砦905	-792	134	★3
北西砦906	-793	180	★1
北西砦907	-793	217	★2
北西砦908	-793	267	★2
北西砦909	-794	305	★2
北西砦910	-793	353	★1
北西砦911	-790	397	★1
北西砦912	-793	444	★1
北西砦913	-792	487	★2
北西砦914	-792	531	★2
北西砦915	-796	571	★3
北西砦916	-792	620	★1
北西砦917	-792	656	★4
北西砦918	-794	701	★3
北西砦919	-796	745	★3
北西砦920	-789	796	★4
北西砦921	-791	835	★1
北西砦922	-793	880	★5
北西砦923	-789	926	★1
北西砦924	-793	967	★2
北西砦925	-793	1008	★2
北西砦926	-790	1187	★2
北西砦927	-794	1235	★1
北西砦928	-788	1280	★1
北西砦929	-811	111	★2
北西砦930	-817	157	★5
北西砦931	-814	196	★5
北西砦932	-811	239	★3
北西砦933	-817	282	★5
北西砦934	-815	326	★1
北西砦935	-812	374	★1
北西砦936	-818	418	★3
北西砦937	-812	462	★2
北西砦938	-816	503	★3
北西砦939	-811	551	★1
北西砦940	-810	591	★3
北西砦941	-812	641	★2
北西砦942	-810	678	★5
北西砦943	-813	723	★3
北西砦944	-810	767	★4
北西砦945	-810	817	★5
北西砦946	-810	856	★3
北西砦947	-817	906	★1
北西砦948	-813	944	★1
北西砦949	-814	988	★2
北西砦950	-815	1038	★4
北西砦951	-818	1167	★3
北西砦952	-818	1211	★4
北西砦953	-811	1250	★3
北西砦954	-835	88	★3
北西砦955	-834	130	★2
北西砦956	-838	172	★3
北西砦957	-840	218	★1
北西砦958	-840	267	★1
北西砦959	-838	311	★2
北西砦960	-835	352	★2
北西砦961	-838	399	★3
北西砦962	-838	441	★2
北西砦963	-834	483	★1
北西砦964	-840	524	★3
北西砦965	-833	571	★3
北西砦966	-837	617	★5
北西砦967	-834	659	★5
北西砦968	-835	702	★3
北西砦969	-838	752	★4
北西砦970	-837	792	★2
北西砦971	-832	839	★3
北西砦972	-836	876	★1
北西砦973	-835	926	★5
北西砦974	-836	968	★2
北西砦975	-836	1008	★1
北西砦976	-838	1060	★3
北西砦977	-838	1097	★1
北西砦978	-838	1140	★2
北西砦979	-832	1186	★3
北西砦980	-834	1231	★1
北西砦981	-839	1274	★1
北西砦982	-857	112	★2
北西砦983	-856	151	★1
北西砦984	-860	195	★5
北西砦985	-861	238	★1
北西砦986	-854	288	★3
北西砦987	-856	333	★2
北西砦988	-860	370	★2
北西砦989	-854	417	★2
北西砦990	-861	461	★2
北西砦991	-859	502	★3
北西砦992	-860	548	★2
北西砦993	-860	592	★3
北西砦994	-860	634	★2
北西砦995	-854	682	★3
北西砦996	-859	722	★2
北西砦997	-857	774	★2
北西砦998	-862	817	★3
北西砦999	-856	856	★2
北西砦1000	-861	901	★1
北西砦1001	-861	946	★1
北西砦1002	-858	993	★5
北西砦1003	-861	1030	★1
北西砦1004	-859	1076	★2
北西砦1005	-857	1122	★3
北西砦1006	-859	1162	★1
北西砦1007	-854	1211	★1
北西砦1008	-855	1251	★2
北西砦1009	-878	85	★2
北西砦1010	-884	133	★3
北西砦1011	-876	172	★4
北西砦1012	-883	217	★2
北西砦1013	-877	260	★2
北西砦1014	-879	309	★2
北西砦1015	-879	349	★4
北西砦1016	-881	395	★3
北西砦1017	-879	444	★1
北西砦1018	-884	483	★5
北西砦1019	-884	531	★2
北西砦1020	-878	569	★3
北西砦1021	-881	618	★3
北西砦1022	-881	658	★4
北西砦1023	-877	701	★3
北西砦1024	-880	747	★3
北西砦1025	-880	793	★1
北西砦1026	-876	838	★1
北西砦1027	-880	881	★4
北西砦1028	-883	923	★3
北西砦1029	-880	970	★4
北西砦1030	-877	1008	★2
北西砦1031	-882	1053	★2
北西砦1032	-876	1099	★2
北西砦1033	-881	1141	★5
北西砦1034	-883	1184	★2
北西砦1035	-878	1229	★1
北西砦1036	-879	1278	★2
北西砦1037	-902	106	★1
北西砦1038	-900	152	★2
北西砦1039	-898	202	★4
北西砦1040	-898	243	★5
北西砦1041	-901	285	★5
北西砦1042	-905	333	★2
北西砦1043	-898	375	★3
北西砦1044	-900	421	★4
北西砦1045	-899	463	★1
北西砦1046	-906	508	★2
北西砦1047	-901	554	★1
北西砦1048	-902	591	★3
北西砦1049	-904	635	★5
北西砦1050	-900	681	★2
北西砦1051	-900	729	★2
北西砦1052	-900	773	★3
北西砦1053	-902	811	★2
北西砦1054	-901	859	★2
北西砦1055	-900	900	★3
北西砦1056	-901	948	★2
北西砦1057	-905	994	★1
北西砦1058	-906	1038	★1
北西砦1059	-899	1081	★2
北西砦1060	-902	1118	★1
北西砦1061	-905	1168	★5
北西砦1062	-901	1213	★5
北西砦1063	-899	1256	★1
北西砦1064	-922	84	★2
北西砦1065	-926	135	★3
北西砦1066	-920	174	★2
北西砦1067	-928	218	★2
北西砦1068	-928	265	★5
北西砦1069	-925	310	★1
北西砦1070	-923	348	★2
北西砦1071	-922	398	★2
北西砦1072	-922	437	★2
北西砦1073	-922	482	★5
北西砦1074	-921	524	★1
北西砦1075	-921	575	★1
北西砦1076	-925	614	★3
北西砦1077	-924	660	★5
北西砦1078	-928	701	★2
北西砦1079	-923	746	★3
北西砦1080	-923	788	★1
北西砦1081	-924	840	★3
北西砦1082	-925	879	★3
北西砦1083	-920	920	★1
北西砦1084	-926	970	★2
北西砦1085	-922	1016	★1
北西砦1086	-923	1059	★3
北西砦1087	-921	1103	★2
北西砦1088	-928	1142	★1
北西砦1089	-925	1191	★5
北西砦1090	-928	1236	★3
北西砦1091	-922	1279	★2
北西砦1092	-944	24	★4
北西砦1093	-942	62	★3
北西砦1094	-942	106	★2
北西砦1095	-948	152	★2
北西砦1096	-950	200	★2
北西砦1097	-949	244	★1
北西砦1098	-946	290	★1
北西砦1099	-948	331	★4
北西砦1100	-942	375	★2
北西砦1101	-943	418	★3
北西砦1102	-946	462	★2
北西砦1103	-942	508	★1
北西砦1104	-943	549	★4
北西砦1105	-946	591	★5
北西砦1106	-947	637	★3
北西砦1107	-945	683	★3
北西砦1108	-943	725	★5
北西砦1109	-943	772	★3
北西砦1110	-943	817	★1
北西砦1111	-942	859	★3
北西砦1112	-942	904	★3
北西砦1113	-950	943	★1
北西砦1114	-943	991	★3
北西砦1115	-943	1036	★5
北西砦1116	-946	1079	★3
北西砦1117	-943	1123	★2
北西砦1118	-945	1164	★1
北西砦1119	-950	1208	★2
北西砦1120	-945	1250	★2
北西砦1121	-972	43	★1
北西砦1122	-968	91	★3
北西砦1123	-970	134	★1
北西砦1124	-970	179	★5
北西砦1125	-966	222	★3
北西砦1126	-969	265	★2
北西砦1127	-964	306	★1
北西砦1128	-966	349	★3
北西砦1129	-969	397	★3
北西砦1130	-965	437	★4
北西砦1131	-968	482	★1
北西砦1132	-968	526	★5
北西砦1133	-972	576	★3
北西砦1134	-972	619	★1
北西砦1135	-966	662	★1
北西砦1136	-969	701	★1
北西砦1137	-968	752	★2
北西砦1138	-966	788	★3
北西砦1139	-969	840	★1
北西砦1140	-968	880	★1
北西砦1141	-967	926	★3
北西砦1142	-964	966	★1
北西砦1143	-968	1012	★5
北西砦1144	-971	1059	★3
北西砦1145	-971	1098	★1
北西砦1146	-966	1145	★3
北西砦1147	-967	1189	★1
北西砦1148	-967	1234	★3
北西砦1149	-969	1275	★5
北西砦1150	-989	24	★4
北西砦1151	-994	67	★4
北西砦1152	-994	112	★3
北西砦1153	-992	158	★1
北西砦1154	-989	201	★1
北西砦1155	-994	245	★2
北西砦1156	-988	284	★2
北西砦1157	-987	334	★2
北西砦1158	-986	372	★1
北西砦1159	-992	419	★5
北西砦1160	-992	461	★1
北西砦1161	-990	503	★2
北西砦1162	-992	547	★4
北西砦1163	-988	594	★5
北西砦1164	-991	637	★3
北西砦1165	-987	678	★1
北西砦1166	-990	730	★5
北西砦1167	-987	766	★4
北西砦1168	-994	816	★5
北西砦1169	-989	855	★1
北西砦1170	-987	905	★2
北西砦1171	-987	948	★5
北西砦1172	-988	1253	★2
北西砦1173	-1011	45	★4
北西砦1174	-1016	84	★1
北西砦1175	-1010	132	★2
北西砦1176	-1008	176	★2
北西砦1177	-1008	219	★1
北西砦1178	-1016	261	★3
北西砦1179	-1011	312	★4
北西砦1180	-1009	351	★2
北西砦1181	-1012	397	★3
北西砦1182	-1011	436	★3
北西砦1183	-1008	483	★3
北西砦1184	-1010	526	★1
北西砦1185	-1008	569	★2
北西砦1186	-1016	613	★3
北西砦1187	-1013	664	★5
北西砦1188	-1009	703	★5
北西砦1189	-1009	744	★2
北西砦1190	-1011	793	★2
北西砦1191	-1011	837	★2
北西砦1192	-1012	880	★5
北西砦1193	-1015	924	★5
北西砦1194	-1008	969	★3
北西砦1195	-1012	1229	★2
北西砦1196	-1011	1278	★1
北西砦1197	-1030	19	★1
北西砦1198	-1036	63	★2
北西砦1199	-1031	111	★4
北西砦1200	-1030	155	★3
北西砦1201	-1034	202	★4
北西砦1202	-1032	245	★4
北西砦1203	-1031	284	★4
北西砦1204	-1038	327	★5
北西砦1205	-1038	377	★3
北西砦1206	-1031	422	★2
北西砦1207	-1037	462	★5
北西砦1208	-1032	510	★4
北西砦1209	-1034	547	★2
北西砦1210	-1030	590	★3
北西砦1211	-1031	641	★1
北西砦1212	-1036	684	★3
北西砦1213	-1036	727	★4
北西砦1214	-1038	773	★2
北西砦1215	-1034	813	★3
北西砦1216	-1037	856	★5
北西砦1217	-1034	898	★2
北西砦1218	-1030	944	★5
北西砦1219	-1031	1254	★2
北西砦1220	-1059	133	★1
北西砦1221	-1055	179	★2
北西砦1222	-1052	220	★2
北西砦1223	-1058	262	★3
北西砦1224	-1056	308	★5
北西砦1225	-1054	352	★3
北西砦1226	-1053	396	★3
北西砦1227	-1058	440	★4
北西砦1228	-1060	484	★3
北西砦1229	-1056	527	★2
北西砦1230	-1052	576	★2
北西砦1231	-1057	615	★3
北西砦1232	-1054	664	★2
北西砦1233	-1059	703	★2
北西砦1234	-1055	834	★2
北西砦1235	-1056	878	★5
北西砦1236	-1057	924	★4
北西砦1237	-1054	964	★1
北西砦1238	-1056	1229	★2
北西砦1239	-1055	1275	★3
北西砦1240	-1075	151	★4
北西砦1241	-1082	198	★2
北西砦1242	-1077	240	★3
北西砦1243	-1078	287	★3
北西砦1244	-1074	326	★2
北西砦1245	-1080	374	★3
北西砦1246	-1081	420	★3
北西砦1247	-1075	463	★1
北西砦1248	-1075	504	★3
北西砦1249	-1081	551	★2
北西砦1250	-1079	597	★3
北西砦1251	-1074	639	★1
北西砦1252	-1075	686	★1
北西砦1253	-1074	860	★3
北西砦1254	-1082	906	★5
北西砦1255	-1081	946	★2
北西砦1256	-1081	1251	★1
北西砦1257	-1103	129	★3
北西砦1258	-1098	311	★3
北西砦1259	-1096	355	★3
北西砦1260	-1102	399	★3
北西砦1261	-1100	441	★4
北西砦1262	-1104	481	★2
北西砦1263	-1096	527	★2
北西砦1264	-1104	568	★3
北西砦1265	-1104	614	★2
北西砦1266	-1101	663	★2
北西砦1267	-1102	702	★4
北西砦1268	-1104	838	★3
北西砦1269	-1101	876	★2
北西砦1270	-1102	921	★2
北西砦1271	-1096	969	★2
北西砦1272	-1096	1233	★2
北西砦1273	-1097	1278	★3
北西砦1274	-1126	157	★3
北西砦1275	-1121	283	★1
北西砦1276	-1122	330	★4
北西砦1277	-1119	373	★3
北西砦1278	-1122	414	★5
北西砦1279	-1125	464	★2
北西砦1280	-1126	507	★2
北西砦1281	-1121	550	★1
北西砦1282	-1118	592	★5
北西砦1283	-1123	640	★4
北西砦1284	-1123	685	★2
北西砦1285	-1118	855	★4
北西砦1286	-1123	903	★2
北西砦1287	-1118	943	★2
北西砦1288	-1119	1252	★1
北西砦1289	-1143	128	★1
北西砦1290	-1140	310	★1
北西砦1291	-1141	351	★1
北西砦1292	-1143	399	★3
北西砦1293	-1148	437	★1
北西砦1294	-1142	486	★4
北西砦1295	-1146	529	★3
北西砦1296	-1142	575	★2
北西砦1297	-1141	617	★2
北西砦1298	-1147	660	★2
北西砦1299	-1145	704	★3
北西砦1300	-1145	840	★4
北西砦1301	-1141	881	★1
北西砦1302	-1143	928	★3
北西砦1303	-1148	968	★1
北西砦1304	-1146	1231	★1
北西砦1305	-1147	1272	★4
北西砦1306	-1169	158	★5
北西砦1307	-1168	283	★1
北西砦1308	-1168	331	★1
北西砦1309	-1162	370	★2
北西砦1310	-1165	417	★2
北西砦1311	-1162	460	★1
北西砦1312	-1163	506	★1
北西砦1313	-1164	553	★3
北西砦1314	-1163	593	★2
北西砦1315	-1164	642	★2
北西砦1316	-1162	680	★1
北西砦1317	-1168	725	★2
北西砦1318	-1165	770	★3
北西砦1319	-1170	818	★1
北西砦1320	-1168	858	★2
北西砦1321	-1162	902	★3
北西砦1322	-1166	944	★1
北西砦1323	-1165	1250	★1
北西砦1324	-1187	135	★3
北西砦1325	-1189	307	★3
北西砦1326	-1191	356	★1
北西砦1327	-1189	393	★2
北西砦1328	-1187	440	★3
北西砦1329	-1192	486	★1
北西砦1330	-1190	527	★1
北西砦1331	-1190	570	★2
北西砦1332	-1185	613	★3
北西砦1333	-1188	657	★4
北西砦1334	-1188	705	★5
北西砦1335	-1187	748	★4
北西砦1336	-1185	795	★1
北西砦1337	-1191	837	★1
北西砦1338	-1191	883	★3
北西砦1339	-1187	923	★1
北西砦1340	-1189	971	★3
北西砦1341	-1187	1232	★3
北西砦1342	-1189	1273	★1
北西砦1343	-1207	156	★2
北西砦1344	-1207	194	★4
北西砦1345	-1206	245	★1
北西砦1346	-1210	283	★1
北西砦1347	-1214	330	★4
北西砦1348	-1214	373	★3
北西砦1349	-1209	418	★2
北西砦1350	-1208	463	★1
北西砦1351	-1208	509	★2
北西砦1352	-1206	547	★2
北西砦1353	-1211	593	★2
北西砦1354	-1208	639	★3
北西砦1355	-1209	682	★2
北西砦1356	-1211	722	★1
北西砦1357	-1214	771	★3
北西砦1358	-1207	816	★4
北西砦1359	-1212	861	★3
北西砦1360	-1209	902	★2
北西砦1361	-1210	950	★2
北西砦1362	-1209	1251	★3
北西砦1363	-1229	128	★2
北西砦1364	-1233	177	★3
北西砦1365	-1229	220	★1
北西砦1366	-1233	264	★1
北西砦1367	-1235	304	★3
北西砦1368	-1230	352	★2
北西砦1369	-1236	394	★2
北西砦1370	-1233	437	★1
北西砦1371	-1228	487	★4
北西砦1372	-1228	531	★1
北西砦1373	-1235	573	★1
北西砦1374	-1233	615	★5
北西砦1375	-1236	663	★4
北西砦1376	-1229	705	★1
北西砦1377	-1229	747	★3
北西砦1378	-1229	788	★1
北西砦1379	-1236	835	★5
北西砦1380	-1231	876	★2
